PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_USR,HASH_ID
,돼지 잡기,flow,,1658000
,수 (Hard),dp greedy,,1659000
,캡틴 이다솜,dp,,1660000
,다솜이의 신발가게,bruteforce sorting,,1661000
,압축,ds recursion stack,,1662000
,XYZ 문자열,,,1663000
,주민등록번호,bruteforce dp impl,,1664000
,화물열차,impl simulation sorting,,1665000
,최대 증가 직사각형 집합,ds dp segtree sweeping,,1666000
,지민이의 테러 Season IV,ds dijkstra's graph treeset,,1667000
,트로피 진열,impl,,1668000
,멍멍이 쓰다듬기,math,,1669000
,정상 회담 2,combinatorics dp math,,1670000
,상어의 저녁식사,bipartite matching,,1671000
,DNA 해독,impl simulation string,,1672000
,치킨 쿠폰,impl math,,1673000
,성준이와 초콜릿,,,1674000
,팬더 밥주기,ds multidimensional segtree segtree,,1675000
,팩토리얼 0의 개수,arbitrary precision / big integers math,,1676000
,음악,dp,,1677000
,기차,,,1678000
,숫자놀이,bfs dp graph traversal,,1679000
,쓰레기 수거,impl simulation,,1680000
,줄 세우기,bruteforce impl,,1681000
,돌리기,bfs graph traversal,,1682000
,책장 맨 윗칸,,,1683000
,같은 나머지,euclidean algorithm math number theory,,1684000
,숫자놀이 2,dp greedy math,,1685000
,복날,bfs graph traversal,,1686000
,행렬 찾기,bruteforce prefix sum,,1687000
,지민이의 테러,geom line segment intersection check point in non-convex polygon check,,1688000
,겹치는 선분,greedy sorting sweeping,,1689000
,순열,ds math permutation cycle decomposition sparse table,,1690000
,석판,dp,,1691000
,뒤집기,bitmask dp bitfield dp sliding window,,1692000
,트리 색칠하기,dp tree dp tree,,1693000
,Chessboard in FEN,impl simulation,,1694000
,팰린드롬 만들기,dp,,1695000
,색 막대,,,1696000
,숨바꼭질,bfs graph traversal,,1697000
,보안 패널,,,1698000
,제곱수의 합,dp math,,1699000
,멀티탭 스케줄링,greedy,,1700000
,Cubeditor,kmp string,,1701000
,고속도로,dijkstra's graph,,1702000
,생장점,impl math,,1703000
,붕어빵타이쿤,bitmask bruteforce,,1704000
,컵,,,1705000
,크로스워드,impl parsing sorting string,,1706000
,이분 그래프,bfs bipartite graph dfs graph traversal,,1707000
,볼록 껍질,convex hull geom,,1708000
,타일 위의 원,geom pythagoras thm,,1709000
,Flattening Tables,,,1710000
,직각삼각형,bruteforce geom pythagoras thm,,1711000
,손익분기점,math arithmetic,,1712000
,후보 추천하기,impl simulation,,1713000
,카드 정렬하기,ds greedy priority queue,,1715000
,Polynomial Remains,case work math,,1716000
,집합의 표현,ds dsu,,1717000
,암호,impl string,,1718000
,택배,dijkstra's floyd–warshall graph,,1719000
,타일 코드,combinatorics dp math,,1720000
,상자퍼즐,backtrack bruteforce,,1721000
,순열의 순서,combinatorics impl math,,1722000
,점 나누기,binary search bruteforce impl sorting two-pointer,,1723000
,그림판,bfs graph traversal,,1724000
,히스토그램,ds d&c segtree stack,,1725000
,로봇,bfs graph traversal,,1726000
,커플 만들기,dp greedy sorting,,1727000
,구슬 굴리기,binary search bruteforce ds math,,1728000
,이차원 배열의 합,backtrack bruteforce,,1729000
,판화,impl simulation,,1730000
,추론,arithmetic math,,1731000
,레이저,,,1732000
,등번호,dfs graph traversal,,1733000
,교통 체계,articulation points and bridges graph lca tree,,1734000
,분수 합,euclidean algorithm math number theory,,1735000
,쓰레기 치우기,greedy,,1736000
,Pibonacci,dp,,1737000
,골목길,bellman-ford graph,,1738000
,도로 정비하기,2-sat graph scc,,1739000
,거듭제곱,math,,1740000
,반 나누기,ds dsu graph traversal,,1741000
,레이싱결과,bitmask combinatorics dp graph traversal math,,1742000
,음식물 피하기,bfs dfs graph traversal,,1743000
,수 묶기,case work greedy sorting,,1744000
,숨기,binary search flow floyd–warshall graph,,1745000
,Cow Relays,dp exponentiation by squaring math,,1746000
,소수&팰린드롬,bruteforce math number theory primality test eratosthenes,,1747000
,수 이어 쓰기 1,impl math,,1748000
,점수따먹기,bruteforce dp prefix sum,,1749000
,서로소의 개수,dp knapsack math number theory,,1750000
,디버그,bitmask dp hash,,1751000
,세상에서 제일 착한 다솜,dp sorting,,1752000
,최단경로,dijkstra's graph,,1753000
,진영 순열,combinatorics dp math,,1754000
,숫자놀이,math sorting string,,1755000
,피자 굽기,impl,,1756000
,달려달려,dp,,1757000
,알바생 강호,greedy sorting,,1758000
,암호 만들기,backtrack bruteforce combinatorics math,,1759000
,N-Rook,bipartite matching,,1760000
,정점들의 거리,lca tree,,1761000
,평면그래프와 삼각형,binary search graph planar graph smaller to larger,,1762000
,트리 색칠,ds dsu dp tree dp greedy tree,,1763000
,듣보잡,ds hashset sorting string,,1764000
,닭싸움 팀 정하기,ds dsu graph,,1765000
,문제집,ds graph priority queue topological sorting,,1766000
,N-Rook II,combinatorics dp math,,1767000
,Center of symmetry,,,1768000
,3의 배수,impl recursion string,,1769000
,배수와 약수의 개수,case work math miller–rabin number theory pollard rho primality test,,1770000
,카드 묶음,bfs ds dsu graph traversal stack,,1771000
,정원 정리,dp tree dp tree,,1772000
,폭죽쇼,impl math,,1773000
,우주신과의 교감,graph mst,,1774000
,ASCII Labyrinth,,,1775000
,깜짝 선물,,,1776000
,순열복원,binary search ds segtree,,1777000
,Ubiquitous Religions,ds dsu graph traversal,,1778000
,Text Formalization,impl parsing string,,1779000
,종이의 개수,d&c recursion,,1780000
,컵라면,ds greedy priority queue,,1781000
,거울 숫자,bruteforce combinatorics impl math,,1782000
,병든 나이트,case work greedy impl,,1783000
,팰린드롬 인코딩,ad-hoc greedy,,1784000
,팀 사모예드의 신작,backtrack dp math,,1785000
,찾기,kmp string,,1786000
,문자열의 주기 예측,kmp string,,1787000
,피보나치 수의 확장,dp math,,1788000
,수들의 합,greedy math,,1789000
,수 이어 쓰기 2,impl math,,1790000
,Queuing at the doctors,ds impl queue simulation,,1791000
,공약수,math möbius inversion number theory prefix sum,,1792000
,타일링,arbitrary precision / big integers dp,,1793000
,마알,bfs graph traversal impl,,1795000
,신기한 키보드,dp,,1796000
,균형잡힌 줄서기,ds hashset prefix sum sorting,,1797000
,원뿔좌표계상의 거리,geom 3d,,1798000
,비숍,backtrack,,1799000
,인터넷 설치,binary search dijkstra's graph parametric search,,1800000
,직사각형 만들기,dp knapsack,,1801000
,종이 접기,d&c string,,1802000
,무술 연습,graph topological sorting,,1803000
,랩싸기,dp,,1804000
,나무수송,dp tree dp knapsack tree,,1805000
,부분합,prefix sum two-pointer,,1806000
,척 노리스,parametric search,,1807000
,숌작업,greedy tree,,1808000
,징검다리 달리기 2,dijkstra's geom graph,,1810000
,Adjacent Mastermind,greedy impl string,,1811000
,사탕,bruteforce math,,1812000
,논리학 교수,ad-hoc bruteforce,,1813000
,지붕 색칠하기,dp tree dp tree,,1814000
,방송국,,,1815000
,암호 키,bruteforce math number theory,,1816000
,짐 챙기는 숌,greedy impl,,1817000
,책정리,lis in o(n log n),,1818000
,불끄기,,,1819000
,Partitioning for fun and profit,combinatorics dp math,,1820000
,수들의 합 6,bruteforce,,1821000
,차집합,ds hashset sorting treeset,,1822000
,수확,dp,,1823000
,도미노,bipartite matching,,1824000
,순열 만들기,constructive greedy impl,,1825000
,연료 채우기,ds greedy priority queue sorting,,1826000
,여행가이드,bruteforce geom,,1827000
,Traveling Salesman,bfs graph traversal,,1828000
,사탕 항아리,bitmask constructive,,1829000
,거리,convex hull ds d&c geom rotating calipers sweeping,,1830000
,과수원,,,1831000
,카우보이,bitmask dp bitfield dp math,,1832000
,고속철도 설계하기,graph mst,,1833000
,나머지와 몫이 같은 수,math,,1834000
,카드,ds deque impl,,1835000
,트리의 가짓수 세기,dp tree dp tree,,1836000
,암호제작,arbitrary precision / big integers bruteforce math,,1837000
,버블 정렬,sorting,,1838000
,트리 모델 만들기,binary search ds dfs dp tree dp graph traversal tree treeset,,1839000
,스도쿠,backtrack dancing links x,,1840000
,군사 배치,binary search dijkstra's flow graph mfmc,,1841000
,게임하기,game theory sprague–grundy thm,,1842000
,방정식,math number theory primality test eratosthenes,,1843000
,농지 정리,,,1844000
,배열 회전,graph math permutation cycle decomposition scc,,1845000
,장기,constructive,,1846000
,볼록다각형 만들기,,,1847000
,동굴 탐험,dijkstra's d&c graph,,1848000
,순열,binary search ds segtree,,1849000
,최대공약수,euclidean algorithm math number theory,,1850000
,추 정렬하기,greedy permutation cycle decomposition,,1851000
,수 묶기,bitmask dp bitfield dp,,1852000
,정사영,calculus geom 3d impl math,,1853000
,K번째 최단경로 찾기,ds dijkstra's graph priority queue,,1854000
,암호,impl string,,1855000
,단어 게임,dp,,1856000
,발레리노,bfs dijkstra's dp graph traversal,,1857000
,기울기가 가장 큰 두 점,geom math sorting,,1858000
,성적,cht ds segtree,,1859000
,거미줄,,,1860000
,경로 찾기,,,1861000
,미터계,math number theory,,1862000
,스카이라인 쉬운거,ds greedy stack,,1863000
,문어 숫자,arithmetic impl math string,,1864000
,웜홀,bellman-ford graph,,1865000
,택배,dp prefix sum sorting,,1866000
,돌멩이 제거,bipartite matching,,1867000
,보물찾기,dfs dp tree dp graph traversal greedy tree,,1868000
,육각형,,,1869000
,지붕 제작,,,1870000
,좋은 자동차 번호판,impl string,,1871000
,로마 숫자,arithmetic dp impl math prefix sum,,1872000
,색종이 자르기,geom,,1873000
,스택 수열,ds stack,,1874000
,테트리스,dp impl,,1875000
,튕기는 볼링공,impl simulation,,1876000
,끔찍한 수열,case work greedy math number theory,,1877000
,천칭 저울,case work constructive math tree,,1878000
,부끄러운 다각형,geom line segment intersection check point in non-convex polygon check,,1879000
,Big Brother,,,1880000
,공 바꾸기,greedy,,1881000
,분수 찾기,binary search dp math number theory,,1882000
,고속도로,dijkstra's dp graph,,1884000
,비부분수열,greedy,,1885000
,프리즌 브레이크,bfs binary search bipartite matching graph traversal,,1886000
,Cow Pizza,bitmask bruteforce,,1887000
,곰팡이,bfs graph traversal,,1888000
,선물 교환,bruteforce ds graph priority queue topological sorting,,1889000
,점프,dp,,1890000
,사분면,math,,1891000
,가위바위보,combinatorics dp math,,1892000
,시저 암호,bruteforce kmp string,,1893000
,4번째 점,geom impl,,1894000
,필터,bruteforce sorting,,1895000
,파급효과,,,1896000
,토달기,bfs ds graph traversal hashset string,,1897000
,이전 수열은 어떤 수열일까,greedy,,1898000
,월드인의 공부 스타일,,,1899000
,레슬러,greedy sorting,,1900000
,논리식,parsing string,,1901000
,špilja,binary search geom math ternary search,,1902000
,01타일,dp,,1904000
,상자 쌓기,ds impl segtree,,1905000
,자리 바꾸기,bitmask bruteforce d&c dp bitfield dp,,1906000
,탄소 화합물,bruteforce impl parsing string,,1907000
,곱셈 전개식,combinatorics exponentiation by squaring math,,1908000
,냄새 싫어,binary search cht ds graph traversal,,1909000
,위닝,gaussian elimination linear algebra math,,1910000
,흙길 보수하기,sorting sweeping,,1911000
,연속합,dp,,1912000
,달팽이,impl,,1913000
,하노이 탑,arbitrary precision / big integers recursion,,1914000
,가장 큰 정사각형,dp,,1915000
,최소비용 구하기,dijkstra's graph,,1916000
,정육면체 전개도,impl simulation,,1917000
,후위 표기식,ds stack,,1918000
,애너그램 만들기,impl string,,1919000
,수 찾기,binary search ds,,1920000
,트리와 쿼리 20,link/cut tree tree,,1921000
,네트워크 연결,graph mst,,1922000
,2007년,impl math,,1924000
,삼각형,case work geom impl pythagoras thm,,1925000
,그림,bfs dfs graph traversal,,1926000
,최소 힙,ds priority queue,,1927000
,게임고안,,,1928000
,소수 구하기,math number theory primality test eratosthenes,,1929000
,정사면체,case work impl math,,1930000
,회의실 배정,greedy sorting,,1931000
,정수 삼각형,dp,,1932000
,스카이라인,ds priority queue sweeping treeset,,1933000
,최소공배수,euclidean algorithm math number theory,,1934000
,후위 표기식2,ds stack,,1935000
,재미있는 수학 문제,fft math number theory,,1936000
,욕심쟁이 판다,dfs dp graph traversal,,1937000
,통나무 옮기기,bfs graph traversal impl,,1938000
,중량제한,bfs binary search ds dsu graph traversal,,1939000
,주몽,sorting two-pointer,,1940000
,소문난 칠공주,backtrack bfs bruteforce combinatorics dfs graph traversal math,,1941000
,디지털시계,impl math parsing simulation string,,1942000
,동전 분배,dp knapsack,,1943000
,복제 로봇,bfs graph traversal mst,,1944000
,직사각형,sorting sweeping,,1945000
,신입 사원,greedy sorting,,1946000
,선물 전달,combinatorics dp math,,1947000
,임계경로,graph traversal topological sorting,,1948000
,우수 마을,dp tree dp tree,,1949000
,지도,,,1950000
,활자,math,,1951000
,달팽이2,impl math simulation,,1952000
,팀배분,bfs dfs graph traversal,,1953000
,화학실험,bruteforce,,1954000
,수식 표현,dp,,1955000
,운동,floyd–warshall graph,,1956000
,앉았다 일어나기,ad-hoc combinatorics math,,1957000
,LCS 3,dp string,,1958000
,달팽이3,case work math,,1959000
,행렬만들기,flow greedy sorting,,1960000
,소수 경로,bfs graph traversal math number theory primality test eratosthenes,,1963000
,"오각형, 오각형, 오각형…",math,,1964000
,상자넣기,dp,,1965000
,프린터 큐,ds impl queue simulation,,1966000
,트리의 지름,dfs graph traversal tree,,1967000
,우체부,,,1968000
,DNA,bruteforce greedy impl string,,1969000
,건배,dp,,1970000
,High Spies,tree,,1971000
,놀라운 문자열,ds hashset impl string,,1972000
,버스 노선,,,1973000
,Jump Jump Championship,lis in o(n log n),,1974000
,Number Game,math number theory,,1975000
,여행 가자,ds dsu graph traversal,,1976000
,완전제곱수,bruteforce impl math,,1977000
,소수 찾기,math number theory primality test eratosthenes,,1978000
,극적인 곱셈,arbitrary precision / big integers math,,1979000
,햄버거 사랑,bruteforce impl math,,1980000
,배열에서 이동,bfs binary search graph traversal,,1981000
,호텔예약,dp knapsack,,1982000
,숫자 박스,dp,,1983000
,디지털 친구,bruteforce string,,1985000
,체스,impl,,1986000
,알파벳,backtrack dfs graph traversal,,1987000
,낮잠 시간,dp,,1988000
,부분배열 고르기 2,ds d&c prefix sum segtree stack,,1989000
,소수인팰린드롬,math number theory primality test eratosthenes,,1990000
,트리 순회,recursion tree,,1991000
,쿼드트리,d&c recursion,,1992000
,경주,dp meet in the middle,,1993000
,등차수열,binary search ds dp sorting,,1994000
,폐쇄회로,,,1995000
,지뢰 찾기,impl,,1996000
,박스포장,impl simulation,,1997000
,이미지 압축,bruteforce ds d&c hashset tree,,1998000
,최대최소,ds segtree,,1999000
,책장제작,,,2000000
,보석 줍기,bfs bitmask graph traversal,,2001000
,추월,ds hashset impl string,,2002000
,수들의 합 2,bruteforce two-pointer,,2003000
,조합 0의 개수,math number theory,,2004000
,사발,bruteforce case work combinatorics dp geom line segment intersection check math,,2005000
,Chemistry 101,parsing string,,2006000
,수들의 합 3,ad-hoc math sorting,,2007000
,사다리 게임,dp graph,,2008000
,플러그,arithmetic impl math,,2010000
,암호코드,dp,,2011000
,등수 매기기,greedy sorting,,2012000
,선그리기,ds dsu geom line segment intersection check,,2013000
,소수의 곱,ds math number theory priority queue,,2014000
,수들의 합 4,ds hashset prefix sum treeset,,2015000
,미팅 주선하기,case work impl,,2016000
,울타리,geom impl sweeping,,2017000
